id,"name","criteria","health","comments"
400,"staples.com_nocart",NULL,NULL,NULL
401,"theclymb.com",NULL,NULL,NULL
402,"toolstation.com_incvat",NULL,NULL,NULL
403,"undergroundhiphop.com",NULL,NULL,NULL
404,"videogear.co.uk",NULL,NULL,NULL
405,"walmart.com_gogo",NULL,NULL,NULL
406,"wwstereo.com",NULL,NULL,NULL
407,"basspro.com_ecom",NULL,NULL,NULL
408,"bodybuilding.com",NULL,NULL,NULL
409,"onlineshoes.com",NULL,NULL,NULL
410,"screwfix.com_exvat",NULL,NULL,NULL
411,"shoes.com",NULL,NULL,NULL
412,"toolstation.com_exvat",NULL,NULL,NULL
413,"valleyvet.com",NULL,NULL,NULL
416,"zappos.com",NULL,NULL,NULL
417,"wayfair.com_new",NULL,NULL,"scrapes with variations, high cost, use with caution!"
422,"amazon.in",NULL,NULL,NULL
424,"costco.ca_search_CT","UPC/Brand+MPN Search","0000-00-00",""
427,"harveynorman.co.nz_sony","","0000-00-00",""
428,"bestbuy.com_att","URL insertion - List + Promo Price","0000-00-00",""
430,"reuter.de",NULL,NULL,NULL
431,"sixlight.com",NULL,NULL,NULL
432,"edenilluminazione.org",NULL,NULL,NULL
434,"cdw.com_Dell","url insertion","0000-00-00",""
437,"google.de",NULL,NULL,NULL
438,"lowes.ca.promo",NULL,NULL,NULL
471,"lowes.ca_url",NULL,NULL,NULL
473,"bestbuy.ca_southshore","mpn search","0000-00-00",""
475,"brookstone.com_southshore","mpn search","0000-00-00",""
476,"burlingtoncoatfactory.com_southshore","mpn search","0000-00-00",""
477,"amazon.com_asins",NULL,NULL,NULL
514,"walmart.com_michaels",NULL,NULL,NULL
515,"gunbroker.com_ATN",NULL,NULL,NULL
516,"jbhifi.com.au_sony",NULL,NULL,NULL
517,"jefferspet.com_LVS",NULL,NULL,NULL
518,"target.com_mohawk",NULL,NULL,NULL
519,"ormsdirect.co.za_ROI-Digital",NULL,NULL,NULL
520,"thesimplestore.com_southshore",NULL,NULL,NULL
521,"reuter.de_dmlights",NULL,NULL,NULL
522,"sixlight.com_dmlights",NULL,NULL,NULL
523,"slickguns.com",NULL,NULL,NULL
525,"chewy.com_validate_pet360",NULL,NULL,NULL
526,"chewy.com_validate_petfooddirect",NULL,NULL,NULL
527,"chewy.com_GS_pet360",NULL,NULL,NULL
528,"airsoftgi.com",NULL,NULL,NULL
529,"airsoftgi.com_airsoftmegastore",NULL,NULL,NULL
530,"Aliexpress.com_ebayGeo",NULL,NULL,NULL
531,"AmazonExternalRetailers",NULL,NULL,NULL
532,"bestbuy.ca_mcafee",NULL,NULL,NULL
533,"bestbuy.com_att",NULL,NULL,NULL
534,"bunnings.com.au",NULL,NULL,NULL
535,"cameraland.co.za_ROI",NULL,NULL,NULL
537,"Darty.com",NULL,NULL,NULL
538,"defender.com_jamestown",NULL,NULL,NULL
539,"defender.com_westmarine",NULL,NULL,NULL
540,"DrJays",NULL,NULL,NULL
541,"drsfostersmith.com_list_petsmart",NULL,NULL,NULL
542,"drsfostersmith.com_sale_petsmart",NULL,NULL,NULL
543,"elgiganten.dk_mcafee",NULL,NULL,NULL
544,"elgiganten.se_mcafee",NULL,NULL,NULL
546,"evike.com_airsoftmegastore",NULL,NULL,NULL
547,"frys.com_mcafee",NULL,NULL,NULL
548,"gigantti.fi_mcafee",NULL,NULL,NULL
549,"gimba.com.br_mcafee",NULL,NULL,NULL
550,"GlobeTrekker.com.au",NULL,NULL,NULL
551,"Hiking.com.au",NULL,NULL,NULL
552,"jbhifi.co.nz_sony",NULL,NULL,NULL
553,"jpg.fr_mcafee",NULL,NULL,NULL
554,"Linio.com.mx_ebayGeo",NULL,NULL,NULL
555,"macconnection.com",NULL,NULL,NULL
556,"mediamarkt.se_mcafee",NULL,NULL,NULL
557,"Mercadolibre.com.mx_ebayGeo",NULL,NULL,NULL
559,"milosport.com",NULL,NULL,NULL
560,"newegg.com_gogotech",NULL,NULL,NULL
561,"newegg.com_telquest",NULL,NULL,NULL
562,"neweggbusiness.com_gogotech",NULL,NULL,NULL
563,"neweggbusiness.com_telquest",NULL,NULL,NULL
564,"NuprintOfficeChoice",NULL,NULL,NULL
565,"pcconnection.com",NULL,NULL,NULL
566,"pcworld.co.uk_mcafee",NULL,NULL,NULL
567,"rakuten.com_gogotech",NULL,NULL,NULL
569,"rakuten.com_telquest",NULL,NULL,NULL
571,"revivalanimal.com_LVS",NULL,NULL,NULL
572,"shop.nordstrom.com_farfetch",NULL,NULL,NULL
573,"staples.de_mcafee",NULL,NULL,NULL
574,"staples.es_mcafee",NULL,NULL,NULL
575,"staples.nl_mcafee",NULL,NULL,NULL
576,"sydneytools.com.au_totaltools",NULL,NULL,NULL
577,"thesource.ca_mcafee",NULL,NULL,NULL
578,"wag.com_list_petsmart",NULL,NULL,NULL
579,"wag.com_sale_petsmart",NULL,NULL,NULL
580,"walmart.com_att",NULL,NULL,NULL
581,"Walmart.com.mx_ebayGeo",NULL,NULL,NULL
582,"wayfair.com_cymax",NULL,NULL,NULL
583,"wholelattelove.com_SCG",NULL,NULL,NULL
584,"dillards.com_perryellis",NULL,NULL,NULL
585,"target.com_michaels",NULL,NULL,NULL
586,"chewy.com_old_pet360",NULL,NULL,NULL
587,"chewy.com_GS_petfooddirect",NULL,NULL,NULL
588,"chewy.com_old_petfooddirect",NULL,NULL,NULL
589,"pricerunner.co.uk_AXAactive",NULL,NULL,NULL
592,"elkjopno_mcafee",NULL,NULL,NULL
593,"targetcom_knex",NULL,NULL,NULL
594,"walmartcom_mohawk",NULL,NULL,NULL
595,"yodobashicom_mcafee",NULL,NULL,NULL
596,"petco.com_pet360",NULL,NULL,NULL
597,"petco.com_petfooddirect",NULL,NULL,NULL
598,"petflow.com_pet360",NULL,NULL,NULL
599,"petflow.com_petfooddirect",NULL,NULL,NULL
600,"priceprobe.co.uk_AXAactive",NULL,NULL,NULL
601,"dicksmith.com.au_mcafee",NULL,NULL,NULL
602,"walmart.com_mohawk",NULL,NULL,NULL
603,"officedepot.com_mcafee",NULL,NULL,NULL
604,"directhomemedical.com_CPAP",NULL,NULL,NULL
605,"revivalanimal.com",NULL,NULL,NULL
606,"jefferspet.com",NULL,NULL,NULL
